lemma,noun_count,verb_count,majority_tag,total_count,minority_count,minority_ratio,is_flexible,nv_cosine_similarity,n_variation,v_variation
回,20486,1369,NOUN,21855,1369,0.06264012811713567,True,0.4347953200340271,10.045948028564453,10.118062973022461
位,5175,5485,VERB,10660,5175,0.48545966228893056,True,0.8275911808013916,9.572216033935547,9.92130184173584
使用,471,8530,VERB,9001,471,0.052327519164537276,True,0.9504759311676025,8.645731925964355,9.280698776245117
研究,3484,3641,VERB,7125,3484,0.48898245614035085,True,0.9832749962806702,8.40383529663086,9.082754135131836
分,1511,4629,VERB,6140,1511,0.2460912052117264,True,0.8507348299026489,10.280518531799316,10.10021686553955
任,602,4162,VERB,4764,602,0.12636439966414778,True,0.8694044947624207,9.505539894104004,10.147204399108887
定,322,4217,VERB,4539,322,0.07094073584489975,True,0.9475969672203064,9.614262580871582,10.077045440673828
代表,1857,2488,VERB,4345,1857,0.42738780207134636,True,0.9884241223335266,9.690214157104492,9.900896072387695
工作,3427,795,NOUN,4222,795,0.18829938417811465,True,0.9815983176231384,8.115520477294922,8.474664688110352
發展,1165,2120,VERB,3285,1165,0.3546423135464231,True,0.9852801561355591,7.881058216094971,8.352341651916504
言,462,2820,VERB,3282,462,0.14076782449725778,True,0.9609445929527283,8.919583320617676,9.69852066040039
支持,1508,1768,VERB,3276,1508,0.4603174603174603,True,0.9803436994552612,8.206750869750977,8.354470252990723
生,987,2259,VERB,3246,987,0.30406654343807765,True,0.9174256324768066,10.220698356628418,10.663939476013184
存在,334,2544,VERB,2878,334,0.11605281445448228,True,0.9446962475776672,7.021812915802002,8.132108688354492
管理,789,2074,VERB,2863,789,0.27558505064617533,True,0.9876567125320435,8.412715911865234,8.843839645385742
形成,164,2632,VERB,2796,164,0.058655221745350504,True,0.9240407347679138,7.353214263916016,8.625886917114258
影響,1205,1551,VERB,2756,1205,0.4372278664731495,True,0.9824755191802979,7.641058444976807,8.317730903625488
上,2557,179,NOUN,2736,179,0.06542397660818713,True,0.8964846730232239,9.98597240447998,10.208833694458008
影,2496,183,NOUN,2679,183,0.0683090705487122,True,0.9820519089698792,9.614688873291016,9.419915199279785
要求,867,1683,VERB,2550,867,0.34,True,0.9434776306152344,7.819088935852051,8.157126426696777
生活,1585,819,NOUN,2404,819,0.34068219633943425,True,0.9844005703926086,8.21141242980957,8.686553001403809
運動,1914,425,NOUN,2339,425,0.18170158187259514,True,0.920360267162323,8.114174842834473,9.324578285217285
控制,584,1691,VERB,2275,584,0.2567032967032967,True,0.9898384809494019,7.443297386169434,7.869777679443359
代,1936,298,NOUN,2234,298,0.13339301700984782,True,0.9283645749092102,9.785433769226074,10.224754333496094
民,1824,370,NOUN,2194,370,0.16864175022789427,True,0.9921666979789734,9.460761070251465,9.706531524658203
相,242,1855,VERB,2097,242,0.11540295660467334,True,0.9835056662559509,9.564718246459961,9.771037101745605
源,136,1894,VERB,2030,136,0.06699507389162561,True,0.9732055068016052,8.887289047241211,9.004772186279297
設計,883,999,VERB,1882,883,0.4691817215727949,True,0.9875904321670532,8.042030334472656,8.452643394470215
組織,1725,113,NOUN,1838,113,0.06147986942328618,True,0.9245603680610657,8.696243286132812,8.457357406616211
起,220,1607,VERB,1827,220,0.120415982484948,True,0.9615045189857483,10.508148193359375,10.845230102539062
理,1565,211,NOUN,1776,211,0.1188063063063063,True,0.9755830764770508,9.869291305541992,10.017094612121582
合作,268,1473,VERB,1741,268,0.15393452039058012,True,0.980674147605896,7.275823593139648,7.947348117828369
活,281,1405,VERB,1686,281,0.16666666666666666,True,0.9872779250144958,8.346514701843262,9.001019477844238
服務,1406,274,NOUN,1680,274,0.1630952380952381,True,0.9763733148574829,7.764833450317383,8.263232231140137
決定,153,1506,VERB,1659,153,0.0922242314647378,True,0.9111493825912476,6.616188049316406,8.193938255310059
列,149,1483,VERB,1632,149,0.09129901960784313,True,0.9323610067367554,9.532548904418945,10.248833656311035
改革,554,1074,VERB,1628,554,0.3402948402948403,True,0.9869882464408875,7.313522815704346,8.291217803955078
步,1465,148,NOUN,1613,148,0.09175449473031617,True,0.88219153881073,8.458009719848633,8.985754013061523
程,1328,235,NOUN,1563,235,0.15035188739603328,True,0.9847553968429565,8.887452125549316,8.928228378295898
命名,168,1312,VERB,1480,168,0.11351351351351352,True,0.9673111438751221,7.943863391876221,8.73805046081543
技,1331,125,NOUN,1456,125,0.08585164835164835,True,0.9887603521347046,8.500556945800781,8.714075088500977
需要,435,963,VERB,1398,435,0.3111587982832618,True,0.9571352005004883,7.069828033447266,7.246436595916748
境,1272,106,NOUN,1378,106,0.07692307692307693,True,0.9737192988395691,9.187070846557617,8.655471801757812
公,1288,87,NOUN,1375,87,0.06327272727272727,True,0.954901933670044,10.179893493652344,9.578512191772461
聯合,98,1270,VERB,1368,98,0.07163742690058479,True,0.9694725871086121,7.342494964599609,8.716313362121582
派,97,1266,VERB,1363,97,0.07116654438738078,True,0.8293496370315552,7.898707866668701,8.770763397216797
選舉,1157,200,NOUN,1357,200,0.14738393515106854,True,0.9942073822021484,7.7339277267456055,8.143303871154785
游,1111,228,NOUN,1339,228,0.17027632561613143,True,0.9769056439399719,8.990560531616211,9.16008472442627
希望,104,1232,VERB,1336,104,0.07784431137724551,True,0.9432196617126465,7.421648979187012,7.647911071777344
描述,315,1019,VERB,1334,315,0.23613193403298352,True,0.9759364128112793,7.839499473571777,8.37041187286377
立法,263,1070,VERB,1333,263,0.1972993248312078,True,0.9768007397651672,8.06801700592041,8.000953674316406
死,192,1138,VERB,1330,192,0.1443609022556391,True,0.9726893901824951,8.458890914916992,8.863032341003418
概念,1178,150,NOUN,1328,150,0.11295180722891567,True,0.9915356636047363,6.463099956512451,7.077013969421387
自治,280,1044,VERB,1324,280,0.21148036253776434,True,0.9670992493629456,8.109601020812988,9.469878196716309
建築,1042,252,NOUN,1294,252,0.1947449768160742,True,0.9689899682998657,8.317545890808105,8.026270866394043
下,1064,224,NOUN,1288,224,0.17391304347826086,True,0.8993948698043823,10.748746871948242,10.919036865234375
基,202,1080,VERB,1282,202,0.15756630265210608,True,0.9489268064498901,9.59422492980957,9.765841484069824
視,71,1172,VERB,1243,71,0.05711987127916331,True,0.8523483276367188,8.392110824584961,8.283321380615234
死亡,260,970,VERB,1230,260,0.21138211382113822,True,0.9906666278839111,7.826128005981445,8.062458992004395
保,95,1115,VERB,1210,95,0.07851239669421488,True,0.9646415114402771,7.862260818481445,9.256881713867188
殖民,201,990,VERB,1191,201,0.16876574307304787,True,0.9829434752464294,7.033421516418457,7.243436336517334
教授,1079,111,NOUN,1190,111,0.09327731092436975,True,0.9809389114379883,8.735264778137207,9.218646049499512
空,1107,77,NOUN,1184,77,0.06503378378378379,True,0.9804410338401794,9.083202362060547,9.037954330444336
計劃,878,294,NOUN,1172,294,0.2508532423208191,True,0.9674310684204102,7.571829319000244,8.150018692016602
学校,1070,101,NOUN,1171,101,0.08625106746370624,True,0.9848936796188354,9.150640487670898,8.168354988098145
製作,173,995,VERB,1168,173,0.1481164383561644,True,0.9678424596786499,8.052936553955078,9.06902027130127
封,114,1049,VERB,1163,114,0.09802235597592433,True,0.7447128295898438,8.254135131835938,8.757183074951172
收,79,1079,VERB,1158,79,0.06822107081174439,True,0.9620636105537415,8.7429780960083,9.401123046875
處理,309,826,VERB,1135,309,0.27224669603524226,True,0.9761551022529602,7.979681491851807,8.458922386169434
果,954,142,NOUN,1096,142,0.12956204379562045,True,0.9883871078491211,8.864410400390625,9.269169807434082
