lemma,noun_count,verb_count,majority_tag,total_count,minority_count,minority_ratio,is_flexible,nv_cosine_similarity,n_variation,v_variation
use,4918,20449,VERB,25367,4918,0.19387393069736272,True,0.9330875873565674,9.003439903259277,8.874471664428711
be,2244,14854,VERB,17098,2244,0.13124342028307404,True,0.8349681496620178,10.592399597167969,10.000212669372559
know,8253,8364,VERB,16617,8253,0.49666004693988086,True,0.7794322967529297,9.899304389953613,9.82565975189209
state,7797,2844,NOUN,10641,2844,0.2672681138990696,True,0.7864795923233032,10.22868537902832,9.68503475189209
work,5700,4110,NOUN,9810,4110,0.41896024464831805,True,0.9331241846084595,9.40445327758789,9.628684043884277
write,2713,6315,VERB,9028,2713,0.300509525919362,True,0.9321396350860596,9.493444442749023,9.583353042602539
call,696,8039,VERB,8735,696,0.07967945048654837,True,0.8476449251174927,9.76760482788086,9.448982238769531
form,4877,3752,NOUN,8629,3752,0.4348128404218334,True,0.8902610540390015,9.425888061523438,9.232771873474121
name,5757,2746,NOUN,8503,2746,0.32294484299658943,True,0.8953922986984253,9.358560562133789,9.511213302612305
life,5386,2693,NOUN,8079,2693,0.3333333333333333,True,0.9102301001548767,9.504851341247559,9.058267593383789
base,2829,5238,VERB,8067,2829,0.3506879880996653,True,0.8634027242660522,10.201186180114746,9.673457145690918
begin,947,5907,VERB,6854,947,0.1381674934344908,True,0.8894245624542236,9.520965576171875,9.459698677062988
lead,560,6049,VERB,6609,560,0.08473293993039795,True,0.8735141158103943,10.263129234313965,9.747099876403809
film,5655,378,NOUN,6033,378,0.0626553953257086,True,0.8992213010787964,8.986114501953125,8.86206340789795
play,1323,4487,VERB,5810,1323,0.22771084337349398,True,0.9018509387969971,9.897082328796387,9.671639442443848
force,4432,1331,NOUN,5763,1331,0.23095609925386085,True,0.8112650513648987,9.395062446594238,8.951592445373535
end,3925,1818,NOUN,5743,1818,0.3165592895699112,True,0.9071539640426636,9.952841758728027,9.551682472229004
result,3435,2210,NOUN,5645,2210,0.39149689991142606,True,0.8999159336090088,9.809409141540527,9.340803146362305
term,5324,285,NOUN,5609,285,0.0508111962916741,True,0.8182557821273804,9.736031532287598,8.950855255126953
show,1955,3536,VERB,5491,1955,0.3560371517027864,True,0.8332836627960205,9.441564559936523,9.5991792678833
power,5136,271,NOUN,5407,271,0.05012021453671167,True,0.8410998582839966,9.518451690673828,9.45749568939209
support,2354,2781,VERB,5135,2354,0.45842259006815966,True,0.9491146802902222,9.032697677612305,8.967194557189941
place,3582,1544,NOUN,5126,1544,0.30120952009364027,True,0.8586738109588623,10.213691711425781,9.00666618347168
set,2801,2227,NOUN,5028,2227,0.44291964996022276,True,0.8710753917694092,10.008379936218262,9.763212203979492
build,2055,2837,VERB,4892,2055,0.420073589533933,True,0.8831551671028137,9.09443187713623,9.098207473754883
change,2669,2074,NOUN,4743,2074,0.43727598566308246,True,0.9376429319381714,9.226804733276367,9.153881072998047
order,3806,902,NOUN,4708,902,0.19158878504672897,True,0.8552511930465698,10.708619117736816,9.411484718322754
record,3140,1554,NOUN,4694,1554,0.33106092884533445,True,0.9294701218605042,10.066919326782227,9.068719863891602
hold,408,4266,VERB,4674,408,0.08729139922978177,True,0.9379032254219055,10.08948802947998,9.62536907196045
mean,1737,2930,VERB,4667,1737,0.37218770087850866,True,0.8934100270271301,9.65572452545166,9.950920104980469
point,4072,546,NOUN,4618,546,0.11823300129926376,True,0.8685834407806396,10.063998222351074,10.027504920959473
